书名,作者,状态,种类,总字数,总点击,总推荐,书评分,评价人数,作者等级,作品数,总创作字数,总创作天数,作品荣誉,本月票数,打赏数
无奈三国,问天,完本,历史,91.78,2081.19,70.45,7.4,1,    Lv.1 ,3,660.34万,1644,39,0,0
咸鱼翻身的正确姿势,二宝天使,完本,都市,542.11,611.24,70.22,8.9,244,    Lv.5 ,5,719.01万,1067,92,16,1
终极牧师,夏小白,完本,游戏,486.5,175.26,70.21,8.7,41,    Lv.2 ,2,138.10万,327,91,0,0
YY之王（原名龙）,撒冷,完本,都市,168.57,625.72,70.13,7.3,3,    Lv.1 ,5,478.68万,1181,36,0,0
国产英雄,傲无常,连载,都市,240.18,115.96,69.8,9.2,207,    白金 ,11,1749.31万,3528,91,28,1
文艺生活,薪越,完本,都市,166.87,626.86,69.07,9,145,    Lv.4 ,2,250.56万,650,90,3,0
铁血大秦,风华爵士,完本,历史,244.45,1034.65,68.85,7.5,6,    Lv.2 ,8,579.80万,1412,135,6,0
青玄道主,中原五百,完本,仙侠,105.31,1197.55,68.47,9.2,260,    Lv.5 ,2,385.32万,1268,89,6,0
比蒙传奇,写字板,完本,奇幻,304.36,502.65,68.25,8.6,115,    白金 ,7,2189.42万,3829,91,2,0
三眼艳情咒,骷髅精灵,完本,玄幻,132.08,729.84,68.15,8.8,38,    白金 ,11,2264.70万,4522,38,0,0
穷鬼的上下两千年,非玩家角色,完本,历史,309.31,119.19,68.08,8.8,833,    Lv.5 ,3,185.99万,637,39,80,0
火影之活久见,李四羊,完本,二次元,173.87,644.62,67.44,8.6,410,    Lv.5 ,3,251.59万,550,38,7,0
美食猎人,紫蓝色的猪,连载,二次元,350.06,351.13,66.78,8.9,294,    Lv.5 ,5,658.67万,1603,90,11,1
天下枭雄,高月,完本,历史,45.9,213.84,66.71,9.2,1435,    大神 ,12,2640.73万,4108,153,8,0
巫医觉醒,白领如来,完本,仙侠,485.52,787,66.69,8.5,152,    Lv.5 ,4,269.15万,511,67,1,0
巫界术士,文抄公,完本,奇幻,192.1,675.1,66.61,9.1,417,    大神 ,5,1162.69万,1596,91,2,0
明朝谋生手册,府天,完本,历史,475.23,568.3,66.34,9.2,147,    大神 ,15,2845.83万,4627,91,4,0
女帝家的小白脸,袖里箭,连载,都市,101.81,202.24,66.32,8.4,6452,    Lv.5 ,2,439.96万,936,39,67,0
绝世游戏,修罗晓梦,连载,游戏,131.99,36.25,66.25,7.2,1,    Lv.1 ,2,120.59万,342,37,2,0
生于1984,老徐牧羊,完本,都市,394.04,98.25,65.96,8.6,304,    Lv.5 ,6,809.24万,1139,39,13,0
最佳导演,机器人瓦力,完本,都市,324.94,122.33,65.93,9.1,1572,    Lv.4 ,5,700.67万,1679,90,0,0
一世富贵,安化军,完本,历史,139.78,1420.3,65.86,8.8,207,    Lv.5 ,4,534.49万,1132,69,8,0
造神,苍天白鹤,连载,玄幻,156.1,725.92,65.55,9.1,1004,    Lv.5 ,10,3280.77万,3929,91,1,0
金牌主持,奥比椰,完本,都市,259.37,653.1,65.53,8.4,288,    Lv.5 ,8,1028.04万,2702,91,3,0
我的末世基地车,黑暗荔枝,连载,科幻,308.97,166.49,65.39,8.8,307,    大神 ,6,823.08万,1608,89,17,0
超级医生,叶天南,完本,都市,209.24,742.19,64.8,8.9,1964,    大神 ,5,1169.41万,2904,91,18,0
历史粉碎机,木允锋,完本,历史,512.47,547.1,64.74,8.7,217,    Lv.5 ,4,643.65万,1762,90,2,0
异界圣骑士,冷石,完本,玄幻,91.46,167.04,64.74,8.6,86,    Lv.1 ,2,173.07万,1171,88,0,0
铸圣庭,邪影,完本,游戏,180,468.48,64.63,9.2,539,    Lv.4 ,6,1798.30万,3502,90,4,0
天问,流浪的蛤蟆,完本,仙侠,202.54,785.22,64.55,8.5,21,    大神 ,11,1244.37万,2637,89,0,0
机战无限,亦醉,连载,科幻,213.38,94.02,64.41,9,235,    Lv.4 ,1,650.23万,1367,69,21,0
君临,开荒,完本,仙侠,118.25,922.77,64.16,8.9,1262,    大神 ,7,2173.91万,3746,91,11,0
秦吏,七月新番,连载,历史,362.41,694.81,64.08,9.2,841,    Lv.5 ,3,728.22万,1213,41,699,9
貌似高手在异界,高楼大厦,完本,游戏,198.76,689.08,63.97,8.6,41,    白金 ,9,1927.89万,3361,91,2,0
湘信有鬼,宝庆十三郎,连载,悬疑灵异,160.27,498.38,63.81,9.4,2294,    Lv.3 ,2,657.71万,1327,37,1,0
网游之全球在线,笙箫剑客,完本,游戏,302.17,771.66,63.78,8.7,246,    Lv.5 ,4,526.96万,945,91,25,0
时光之心,格子里的夜晚,完本,历史,99.53,555.93,63.74,8.9,115,    大神 ,7,702.47万,1816,92,0,0
纣临,三天两觉,连载,科幻,150.14,76.56,63.74,9.2,629,    大神 ,4,793.93万,2014,39,127,6
工业之动力帝国,滿楼红袖招,连载,都市,333.6,901.54,63.55,9,393,    Lv.3 ,1,224.39万,714,89,19,3
武神空间,傅啸尘,完本,玄幻,211.32,109.81,63.5,8.4,1577,    大神 ,5,1979.00万,2847,91,35,0
抗战之中国远征军,远征士兵,完本,军事,114.3,685.62,63.25,9.1,117,    Lv.5 ,7,1096.01万,2928,90,10,0
海魂,闪烁,完本,军事,821.61,587.86,63.09,9.2,42,    Lv.5 ,10,2141.83万,3981,90,5,0
超级兵器,雪飞炎,连载,科幻,522.92,92.81,62.75,7.2,2,    Lv.1 ,1,26.03万,145,37,0,0
历史的尘埃,知秋,完本,玄幻,390.44,106.1,62.71,8.8,136,    Lv.3 ,4,420.52万,1091,39,10,0
大文豪,上山打老虎额,完本,历史,57.33,428.24,62.63,8.6,202,    大神 ,8,2377.33万,2859,39,52,0
国产零零发,无罪,完本,玄幻,216.34,476.93,62.59,7.2,8,    Lv.3 ,4,709.38万,1990,89,0,0
全方位幻想,如倾如诉,完本,科幻,138.39,116.51,62.22,9.3,340,    Lv.5 ,3,1334.78万,1946,91,3,0
我家的大明郡主,老猪,连载,都市,23.68,550.34,61.94,9,230,    Lv.5 ,3,675.50万,863,90,6,0
水浒求生记,他来自江湖,连载,历史,80.16,1371.78,61.86,9.2,533,    Lv.4 ,1,295.94万,722,91,6,0
疯巫妖的实验日志,愤怒的松鼠,完本,游戏,318.92,211.09,61.8,9.2,881,    Lv.4 ,2,469.74万,1249,90,8,0
我是杀毒软件,懒鸟,完本,玄幻,409.44,1613.08,61.63,8.7,288,    Lv.5 ,8,1291.25万,2382,91,1,0
主神大道,古月居士,完本,科幻,187.1,766.68,61.56,8.6,337,    Lv.5 ,2,472.60万,978,38,8,0
浴血兵魂,丑牛1985,完本,军事,152.14,993.83,61.46,8.6,112,    Lv.5 ,6,1065.54万,2086,91,16,0
网游之复活,网络黑侠,完本,游戏,429.37,592.43,61.11,8.9,40,    Lv.3 ,9,1439.15万,2195,70,0,0
未来军医,胜己,完本,仙侠,233.7,898.3,60.99,8.6,398,    白金 ,10,2228.23万,3306,91,4,0
续南明,老白牛,连载,历史,883.54,879.58,60.74,8.6,224,    大神 ,3,607.42万,1205,89,51,8
系统之乡土懒人,乡土宅男,连载,都市,225.07,79.21,60.6,9,180,    Lv.5 ,2,790.82万,1822,71,277,0
无上崛起,宝石猫,完本,玄幻,248.67,463.52,60.45,8.4,201,    大神 ,6,1858.51万,3430,39,29,0
发个微信去天庭,台灯下的节奏,完本,都市,229.31,112.43,60.19,9.3,234,    Lv.5 ,2,360.76万,833,92,9,0
魔神乐园,熊狼狗,完本,玄幻,233.81,1143.26,60.13,8.9,134,    Lv.5 ,5,887.45万,1615,92,4,0
巫师世界,滚开,完本,玄幻,112.31,666.31,60.01,9.2,1474,    大神 ,6,1552.61万,2431,90,1,0
材料帝国,齐橙,完本,都市,332.46,73.27,59.92,9.1,572,    大神 ,6,1182.61万,2182,92,9,0
网游三国之城市攻略,百里玺,完本,游戏,193.82,1071.29,59.86,8.6,39,    大神 ,6,1447.44万,2959,70,0,0
彪悍的人生,新丰,完本,都市,504.31,287.79,59.79,8.8,249,    Lv.5 ,5,958.32万,1399,67,78,0
命运天盘,水平面,完本,仙侠,148.69,636.54,59.6,8.7,392,    Lv.4 ,5,953.37万,2085,91,3,0
古董商的寻宝之旅,血蝠,连载,都市,245.58,149.44,59.59,8.8,161,    Lv.5 ,2,671.69万,1453,71,114,1
仙道求索,虫豸,完本,仙侠,496.59,538.01,59.57,8.7,67,    Lv.4 ,3,722.22万,1364,90,2,0
超级基因优化液,秒速九光年,连载,科幻,186.4,168.63,59.4,9,686,    大神 ,14,1488.63万,2885,90,6,0
轮回乐园,那一只蚊子,连载,二次元,519,968.72,59.31,8.9,1036,    Lv.5 ,2,602.04万,873,41,1716,27
明末工程师,米酿,完本,历史,195.16,812.14,59.28,8.6,253,    Lv.5 ,2,271.97万,485,90,10,0
都市种子王,七星荔枝肉,完本,都市,225.2,213.56,59.27,9.1,146,    Lv.4 ,2,341.44万,885,37,3,0
跑出我人生,丧尸舞,完本,体育,261.7,61.75,59.2,8.8,220,    Lv.5 ,3,312.59万,579,38,2,0
纯阳,荆柯守,完本,仙侠,137.66,109.94,59.13,9,540,    大神 ,9,1874.79万,3436,90,0,0
大明官,随轻风去,完本,历史,101.38,41.64,58.78,9.2,695,    Lv.3 ,4,481.23万,1208,89,0,0
最强基因,零下九十度,完本,玄幻,1588.76,393.16,58.42,8.6,224,    大神 ,5,973.81万,1673,40,12,0
牧唐,柳一条,完本,历史,540.53,874.85,58.02,8.5,123,    Lv.3 ,5,604.49万,1328,90,2,0
圣者,九鱼,连载,奇幻,481.86,140.03,57.99,9.2,171,    Lv.4 ,3,475.31万,1648,65,7,0
东京绅士物语,黑暗风,连载,都市,318.37,130.57,57.99,9,277,    Lv.4 ,1,555.88万,1411,90,6,2
天路杀神,撞破南墙,连载,玄幻,168.87,550.42,57.97,9.1,105,    Lv.5 ,7,1709.05万,4475,89,20,0
不靠谱大侠,田十,完本,都市,685.88,124.22,57.76,9.3,154,    Lv.5 ,5,1780.79万,3064,69,2,1
至尊剑皇,半步沧桑,连载,玄幻,137.15,108.06,57.71,9.2,154,    大神 ,2,978.23万,1915,91,269,2
将血,河边草,完本,历史,314.66,102.06,57.7,9,418,    大神 ,4,939.11万,2010,91,5,0
网游之永生传奇,一剑临风,完本,游戏,244.33,567.2,57.69,8.7,31,    Lv.1 ,1,199.78万,603,89,0,0
公子留仙,泛东流,连载,仙侠,217.68,110.09,57.56,9,146,    Lv.5 ,4,745.01万,1165,91,0,0
雄霸天下,骷髅精灵,完本,玄幻,152.64,618.14,57.51,8.8,874,    白金 ,11,2264.70万,4522,123,1,0
锋行天下,静物JW,完本,体育,148,109.43,57.31,9,118,    Lv.4 ,6,750.34万,1349,90,1,0
黑暗王者,古羲,连载,科幻,157.6,653.87,57.29,8.6,414,    Lv.5 ,6,1118.55万,2576,91,44,1
幻世之刺客传说,暗舞天日,连载,游戏,823.7,187.83,57.09,8.6,265,    Lv.3 ,1,880.74万,2004,69,0,0
武道天下,邪影,连载,玄幻,219.16,517.77,57.07,9.2,178,    Lv.4 ,6,1798.30万,3502,123,7,1
乱清,青玉狮子,连载,历史,338.65,955.47,56.94,9,468,    Lv.5 ,1,571.04万,1881,69,29,2
一品江山,三戒大师,完本,历史,213.27,982.83,56.81,9.2,1579,    白金 ,5,1569.65万,2807,122,6,0
宋末商贾,海红鲸,完本,历史,489.89,228.87,56.76,8.3,2,    Lv.1 ,1,305.47万,551,37,0,0
很纯很暧昧前传,鱼人二代,完本,都市,350.21,707,56.66,8.8,176,    白金 ,6,3231.23万,4149,40,10,0
无限道武者路,饥饿2006,完本,武侠,268,239.83,56.64,9.1,584,    Lv.3 ,1,448.71万,677,70,58,0
美利坚财富人生,羞涩的小恶魔,连载,都市,701.52,272.27,56.61,8.7,391,    Lv.5 ,1,486.39万,817,71,72,2
宝典,录事参军,连载,仙侠,387.39,434.58,56.59,9.2,145,    白金 ,2,386.30万,2409,91,24,0
禁区之雄,林海听涛,完本,体育,431.96,582.64,56.32,9.2,1626,    白金 ,9,3107.13万,4225,184,5,0
重生成妖,蛇吞鲸,完本,仙侠,254.65,780.19,56.25,8.6,38,    大神 ,8,1708.20万,3071,90,4,0
超维术士,牧狐,连载,玄幻,298.26,191.63,56.24,8.8,401,    Lv.5 ,1,509.57万,867,90,51,2
帝国重器,周硕,连载,都市,166.89,34.33,56.12,9,236,    Lv.5 ,5,469.22万,976,91,61,1
剑灵同居日记,国王陛下,完本,仙侠,308.14,218.58,56.02,9,256,    大神 ,6,915.85万,2316,65,3,0
进化的四十六亿重奏,相位行者,连载,科幻,90.15,464.08,56.02,9.3,1115,    Lv.4 ,1,959.56万,2554,91,20,2
联邦水源,孤竹飘逸,连载,短篇,125.65,127.48,55.97,0,0,    Lv.1 ,4,217.36万,414,63,0,0
神游,徐公子胜治,完本,仙侠,282.03,64.57,55.9,9.2,371,    大神 ,8,1583.01万,3325,40,4,0
仙界修仙,莫默,完本,仙侠,239.31,347.25,55.68,8.9,51,    大神 ,4,1988.31万,3981,122,0,0
无限制神话,废纸桥,连载,仙侠,478.91,1881.08,55.63,8.6,253,    Lv.5 ,2,460.47万,674,39,12,0
迷失在一六二九,陆双鹤,连载,历史,265.97,808.09,55.49,8.8,773,    Lv.4 ,2,419.41万,1473,89,18,5
英雄无敌之十二翼天使,七十二翼天使,完本,游戏,189.4,407.25,55.38,8.7,1132,    Lv.2 ,5,418.48万,940,90,4,0
叱咤风云,高楼大厦,完本,玄幻,230.91,1256.97,55.25,9,1585,    白金 ,9,1927.89万,3361,122,2,0
七号档案,赤蝶飞飞,完本,短篇,350.98,850.13,55.09,7.3,1,    Lv.1 ,2,53.99万,318,36,0,0
兰帝魅晨系列之饮,兰帝魅晨,完本,游戏,334.7,331.29,54.89,9.1,15,    Lv.4 ,10,1502.56万,2728,38,0,0
宇宙的边缘世界,原艾伦,完本,科幻,126.03,700.11,54.58,9,338,    Lv.4 ,1,200.22万,610,90,7,0
位面电梯,千翠百恋,完本,科幻,23.1,62.4,54.5,8.6,287,    Lv.5 ,2,813.02万,1075,70,38,0
女娲界,傲无常,完本,游戏,70.25,386.63,54.33,8.4,1,    白金 ,11,1749.31万,3528,36,0,0
魔法种族大穿越,残酷厕纸天使,连载,科幻,131.61,807.17,54.04,8.7,293,    Lv.4 ,1,452.62万,882,89,16,3
晚明,柯山梦,完本,历史,100.93,376.11,53.82,9.1,761,    Lv.3 ,1,227.46万,542,69,6,0
我就是妖怪,张小花,完本,都市,214.8,444.15,53.74,8.7,271,    大神 ,6,610.47万,1654,89,4,0
电影世界大抽奖,熊猫胖大,完本,科幻,151.66,899.82,53.67,8.9,202,    大神 ,4,625.22万,1876,92,21,0
史上第一混搭,张小花,完本,都市,304.58,60.62,53.64,8.8,600,    大神 ,6,610.47万,1654,89,11,0
剑尖上的国术,轩辕凌霄,完本,短篇,1229.2,362.14,53.57,7.5,6,    Lv.1 ,1,38.53万,416,36,0,0
燃钢之魂,阴天神隐,连载,游戏,158.62,670.19,53.4,9.1,316,    Lv.5 ,2,473.08万,974,71,20,1
八零后修道记,钓鱼1哥,完本,仙侠,553.56,683.95,53.35,9,61,    Lv.5 ,9,1009.74万,2344,91,7,0
异界九死神功,乌山云雨,完本,玄幻,449.66,140.13,53.35,8.7,100,    大神 ,6,1407.40万,2589,70,1,0
天下,高月,完本,历史,172.04,840.18,53.2,9,1172,    大神 ,12,2640.73万,4108,91,8,0
百世重修,二蛇,完本,仙侠,241.34,581.05,53.14,8.9,29,    Lv.4 ,8,1094.40万,2250,70,0,0
北雄,河边草,连载,历史,91.57,696.15,53.13,9.1,137,    大神 ,4,939.11万,2010,90,10,0
诳言,幽谷听泉人,连载,仙侠,202.65,630.99,52.9,7.2,5,    Lv.1 ,1,179.31万,1034,68,0,0
系统供应商,凿砚,完本,玄幻,199.35,534.29,52.72,8.6,341,    Lv.5 ,6,469.17万,853,91,17,0
知北游,洛水,完本,仙侠,86.99,805.49,52.63,9.3,400,    大神 ,5,348.37万,978,69,2,0
极品狂少,我本疯狂,连载,都市,415.38,634.35,52.45,9,205,    Lv.5 ,3,737.89万,2866,93,2,0
疯骑士的宇宙时代,愤怒的松鼠,连载,二次元,373.33,106.91,52.37,8.7,199,    Lv.4 ,2,469.74万,1249,88,24,0
黑锅,常书欣,完本,现实,358.93,198.24,52.34,8.9,748,    Lv.5 ,5,974.76万,1952,71,0,0
名门,高月,完本,历史,116.42,188.69,52.34,8.7,78,    大神 ,12,2640.73万,4108,92,2,0
长乐歌,三戒大师,连载,历史,61.61,762.09,52.32,8.5,174,    白金 ,5,1569.65万,2807,90,3,0
网游之书生传奇,期待,连载,游戏,161.14,443.73,52.22,8.8,30,    Lv.1 ,1,98.54万,281,37,0,0
超武穿梭,EK巧克力,完本,玄幻,128.84,592.22,52.04,8.5,83,    大神 ,11,1610.26万,2295,39,0,0
逆袭万岁,霞飞双颊,完本,都市,127.77,52.88,52.03,9.2,206,    大神 ,4,985.97万,2976,91,4,0
帝皇演义,言子木,完本,武侠,299.8,920.63,52.01,8.5,279,    Lv.4 ,1,201.66万,431,92,0,0
一品道门,第九天命,连载,仙侠,172.1,106.01,52,8.4,231,    Lv.5 ,4,1411.51万,1984,39,172,1
我的韩国野蛮老婆,沧海一梦,完本,都市,257.84,671.35,51.78,8.1,2,    Lv.2 ,2,126.94万,683,37,0,0
工业霸主,齐橙,完本,都市,587.12,537.87,51.75,9.1,1229,    大神 ,6,1182.61万,2182,91,11,0
大宋将门,青史尽成灰,完本,历史,137.23,941.65,51.73,8.7,223,    Lv.5 ,5,1303.80万,2255,91,67,0
神座,皇甫奇,完本,玄幻,155.01,469.07,51.7,9.2,878,    Lv.5 ,5,1515.11万,2274,91,2,0
梦幻王,苍天白鹤,完本,仙侠,68.18,578.74,51.62,8.8,58,    Lv.5 ,10,3280.77万,3929,91,4,0
科技之门,狂奔的黑蚂蚁,连载,都市,116.8,359.46,51.52,9.1,252,    Lv.5 ,2,317.04万,832,92,68,0
霸皇纪,踏雪真人,连载,玄幻,111.14,248.97,51.22,9.3,149,    大神 ,5,1355.21万,2685,69,44,2
大唐御医,半堕落的恶魔,完本,历史,164.37,31.13,51.21,8.8,84,    Lv.2 ,5,263.37万,987,92,2,0
海贼法典,惟求得中,连载,二次元,104.69,319.9,51.12,8.9,374,    Lv.4 ,1,87.46万,229,90,1,0
巅峰玩家,孤枫枭寒,连载,游戏,220.37,115.47,51.04,9.3,290,    Lv.4 ,1,315.77万,772,68,16,0
电影世界大盗,七只跳蚤,完本,科幻,347.91,100.43,51.03,8.9,183,    Lv.5 ,2,788.26万,1088,92,23,0
大妖通灵,羽的法术书,完本,仙侠,381.1,149.84,50.99,9.3,20,    Lv.1 ,2,562.48万,1119,37,2,0
小地主,如莲如玉,完本,都市,347.49,852.64,50.9,8.7,560,    Lv.4 ,4,597.26万,1134,91,2,0
万界永仙,石三,完本,仙侠,308.16,623.51,50.83,9.1,888,    白金 ,18,2678.53万,4307,122,0,0
无尽剑装,衣冠胜雪,完本,玄幻,194.31,487.45,50.68,8.7,760,    Lv.3 ,2,418.18万,786,91,0,0
仙鸿路,快餐店,完本,仙侠,285.24,538.74,50.57,8.9,898,    大神 ,6,2003.01万,3295,91,2,0
抗日之将胆传奇,丑牛1985,连载,军事,357.64,159.19,50.47,9.1,114,    Lv.5 ,6,1065.54万,2086,92,25,0
南宋不咳嗽,第十个名字,完本,历史,109.27,538.49,50.22,9.1,131,    Lv.5 ,4,1128.61万,1499,91,2,0
异世为僧,萧舒,完本,玄幻,178.95,427.52,50.14,9,817,    大神 ,4,1808.22万,3959,91,13,0
恶明,特别白,完本,历史,136.63,271.23,50.08,8.7,47,    大神 ,7,1624.00万,3097,92,1,0
一等位面商人,大漠里的沙子,完本,科幻,136.74,630.74,49.96,8.6,12,    Lv.1 ,2,100.90万,245,68,0,0
戒指传奇,三少的刀,完本,科幻,106.36,587.04,49.87,7.5,2,    Lv.1 ,5,559.48万,1225,38,0,0
都市老狼,边城雨辰,连载,都市,411.12,114.32,49.75,2,0,    Lv.1 ,1,81.52万,284,37,0,0
仙药供应商,糖醋于,连载,都市,289.36,140.5,49.72,8.5,167,    Lv.5 ,5,533.19万,1700,90,164,0
重活之肆意人生,温柔的悍匪,连载,都市,204.78,936.5,49.65,8.4,39,    Lv.4 ,1,86.72万,297,77,0,0
湾区之王,磨砚少年,连载,体育,194.94,113.29,49.61,8.6,299,    Lv.5 ,3,792.77万,1112,40,5,0
特殊事件专案组,伴读小牧童,完本,科幻,237.32,789.46,49.52,8.9,73,    Lv.4 ,6,1066.49万,2862,89,8,0
新三国策,晶晶亮,完本,历史,593.44,121.94,49.39,0,0,    Lv.1 ,4,364.41万,896,37,0,0
星群,懒狮子,完本,科幻,163.95,157.93,49.35,8.8,23,    Lv.1 ,3,221.24万,1209,37,0,0
超级玩家II,黯然销魂,完本,游戏,246.11,229.09,49.3,8.9,24,    Lv.3 ,13,1879.03万,3469,90,0,0
三国战神,风中啸,完本,历史,104.65,46.3,49.25,7.3,2,    Lv.4 ,1,129.36万,339,39,0,0
烽火逃兵,小知闲闲,连载,军事,194.48,497.3,48.79,9.3,225,    Lv.5 ,1,192.03万,685,37,18,1
重生潜入梦,第十个名字,完本,都市,341.71,53.99,48.74,9.1,430,    Lv.5 ,4,1128.61万,1499,93,5,0
歌王,葱爆洋葱,完本,都市,213.42,131.51,48.64,9.1,201,    Lv.4 ,2,311.11万,531,91,1,0
空之战,红色哥萨克,完本,玄幻,541.75,48.27,48.5,8.3,2,    Lv.1 ,1,229.70万,726,38,2,0
机械神皇,资产暴增,完本,玄幻,126.88,365.71,48.5,9,158,    Lv.5 ,10,1808.74万,2920,90,8,0
造化之主,大日浴东海,完本,玄幻,319.22,140.3,48.25,8.6,194,    Lv.5 ,4,416.05万,730,91,19,0
灭世魔帝,沉默的糕点,连载,玄幻,277.56,186.08,48.15,9,171,    大神 ,4,1489.09万,2013,90,10,0
纯阳真仙,EK巧克力,完本,仙侠,260.38,150.54,48.13,9,636,    大神 ,11,1610.26万,2295,91,2,0
球场教父,猪头七,完本,体育,303.61,624.76,48.1,9.1,77,    Lv.4 ,6,1674.70万,2704,91,7,0
重生之魔教教主,封七月,连载,武侠,49.61,337.11,48.03,8.7,616,    Lv.5 ,2,764.21万,1073,41,874,5
九州牧云录,管平潮,连载,仙侠,138.99,379.48,47.93,9.2,56,    Lv.1 ,1,80.78万,657,88,0,0
重生1994之足坛风云,郭怒,完本,体育,311.66,610.34,47.84,9,27,    Lv.1 ,5,1129.05万,2022,90,0,0
执掌乾坤,乌山云雨,连载,玄幻,324.86,162.85,47.83,9,89,    大神 ,6,1407.40万,2589,91,3,0
明朝伪君子,贼眉鼠眼,完本,历史,599.85,136.34,47.75,9.2,978,    大神 ,5,982.09万,2226,90,20,0
法相仙途,泛东流,完本,仙侠,166.89,733.58,47.66,8.9,828,    Lv.5 ,4,745.01万,1165,91,6,0
文娱教父,我最白,完本,都市,331.29,1139.73,47.63,9,270,    Lv.5 ,3,470.40万,1036,70,23,0
湛蓝徽章,Deathstate,完本,奇幻,200.63,605.34,47.6,8.9,978,    Lv.3 ,7,2060.50万,2882,70,5,0
茅山后裔,大力金刚掌,完本,悬疑灵异,556.95,280.06,47.58,8.9,93,    Lv.4 ,2,162.11万,391,38,7,0
朝阳警事,卓牧闲,完本,都市,269.33,156.2,47.38,9,169,    Lv.5 ,4,694.90万,1300,38,24,0
钢铁皇朝,背着家的蜗牛,完本,历史,424.68,948.72,47.37,8.5,125,    Lv.5 ,5,562.20万,1169,91,34,0
黄金渔村,全金属弹壳,完本,都市,295.57,193.34,47.32,8.7,229,    Lv.5 ,5,1421.04万,1439,39,7,0
舰娘之火力提督,紫色之翼,完本,游戏,388.95,162.4,47.12,9.2,103,    Lv.4 ,2,406.92万,681,91,2,0
重生之俗人一枚,瞎半身,完本,都市,315.94,207.62,47.12,8.9,254,    Lv.5 ,2,569.35万,1057,92,7,0
逆命,虾写,完本,都市,149.07,434.94,47.11,9.4,82,    Lv.5 ,13,1764.62万,3571,89,0,0
文娱缔造者,别人家的小猫咪,连载,都市,262.32,76.48,47.06,9.2,128,    大神 ,3,322.39万,705,90,1,0
超级训练大师,XX神,完本,体育,344.84,115.27,46.91,9.3,310,    Lv.5 ,7,1293.65万,2084,91,0,0
练级狂人在异界,网络黑侠,完本,游戏,142.27,365.15,46.9,8.6,621,    Lv.3 ,9,1439.15万,2195,89,1,0
附身吕布,王不过霸,完本,历史,1168.07,707.37,46.77,8.8,115,    Lv.5 ,9,958.45万,1390,91,6,0
末日轮盘,幻动,连载,科幻,588.54,416.3,46.7,8.7,210,    Lv.5 ,1,436.23万,1192,69,114,0
异域神州道,知秋,连载,玄幻,217.41,41.92,46.7,9.2,138,    Lv.3 ,4,420.52万,1091,36,7,4
巨虫尸巫,竹上猪猪,完本,玄幻,180.45,294.48,46.7,9,507,    Lv.4 ,7,694.33万,2246,90,0,0
超级仙学院,尺长寸短,连载,都市,26.02,417.56,46.69,8.9,150,    Lv.5 ,4,847.18万,1773,69,134,0
超时空垃圾站,小城古道,完本,都市,511.9,91.11,46.68,8.9,172,    Lv.5 ,4,400.18万,997,90,22,0
明扬天下,何昊远,完本,历史,305.29,30.21,46.66,9.1,545,    Lv.5 ,5,889.91万,1784,91,3,0
仙河风暴,快餐店,完本,仙侠,158.75,217.17,46.46,8.9,393,    大神 ,6,2003.01万,3295,91,0,0
重生九二之商业大亨,落梅河,连载,都市,164.88,329.97,46.32,9,178,    Lv.5 ,1,842.43万,1426,69,82,2
教练万岁,过关斩将,完本,体育,276.02,678.78,46.04,8.7,137,    Lv.5 ,3,483.90万,885,38,4,0
欢迎来到BOSS队,李古丁,完本,科幻,305.46,311.28,45.83,8.6,242,    Lv.5 ,6,523.88万,1050,39,8,0
恶人大明星,丹尼尔秦,完本,都市,274.65,208.52,45.72,9.1,104,    Lv.4 ,3,454.25万,720,91,4,0
王牌,虾写,完本,都市,307.66,41.06,45.68,9.3,748,    Lv.5 ,13,1764.62万,3571,123,24,0
君临诸天,隔壁老王01,完本,科幻,208.85,184.98,45.61,8.6,150,    Lv.5 ,2,203.25万,933,89,16,0
奇遇无限,龙鳞道V,完本,仙侠,491.38,749.77,45.6,9.4,1627,    Lv.5 ,1,174.76万,373,40,0,0
星峰传说,我吃西红柿,完本,仙侠,101.77,509.59,45.52,9.1,304,    白金 ,9,2603.36万,4200,40,2,0
风临异世,蓝领笑笑生,完本,玄幻,199.37,499.78,45.32,8.6,72,    大神 ,10,1382.36万,2902,70,0,0
悟空看私聊,李白不白,完本,玄幻,252.69,113.71,45.3,9,142,    Lv.5 ,7,544.76万,1472,89,11,0
时空走私从2000年开始,志鸟村,完本,科幻,67.9,312.36,45.27,8.8,105,    大神 ,6,1361.98万,3113,92,0,0
独步,蓝领笑笑生,完本,玄幻,172.13,938.71,45.25,9,362,    大神 ,10,1382.36万,2902,90,2,0
恐怖都市,猛虎道长,完本,科幻,132.09,198.68,45.24,9.1,236,    Lv.5 ,5,1078.01万,2072,91,10,0
战神领主,木牛流猫,完本,游戏,187.12,57.07,44.89,9.1,416,    Lv.4 ,5,1101.40万,1766,91,4,0
刑徒,庚新,完本,历史,591.45,696.8,44.76,8.8,106,    大神 ,12,1777.99万,2986,92,6,0
星域,夜凉若水,完本,仙侠,87.46,47.94,44.72,2,0,    Lv.4 ,6,374.54万,1699,37,0,0
儒道之天下霸主,先飞看刀,完本,历史,420.38,108.67,44.68,9.3,92,    Lv.4 ,5,752.97万,2410,89,2,0
随身英雄杀,宝石猫,完本,玄幻,327.68,549.35,44.6,8.9,115,    大神 ,6,1858.51万,3430,91,2,0
